geneLocus,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
VC_0053,0.0,7.628051943260535e-06,1.6723677378079347e-05,6.578134731904727e-05,0.00017713393816392822,0.0011192814867613163,0.002539904300659002,0.006279981169354864,0.0256351453063122,0.10291592234817312,0.25241767425342726,0.48488766382707593,0.36999944707951504,0.10387261286054873,0.00408342839346379,0.00016014748521738835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0054,0.0,0.00014798666422946024,0.00017169888180278633,0.00024251328714182055,0.00022251973813624528,0.00047820100224971136,0.0012922190196830567,0.005266061234177736,0.023211786818521932,0.09773728622320764,0.2805651018728999,0.6201203271174283,0.8045998470144186,0.5857069016646766,0.21947751821615938,0.054331891520776616,0.02669238623058431,0.01553000446314183,0.0002657021578479518,0.0009734129344702285,0.000166273288553485,0.0,4.758316798024584e-05,2.4063465546627314e-05,4.727172125345186e-05,1.1840938381787393e-05,1.1623704791426962e-05,5.766524357505804e-05,7.949157731843401e-05,8.006708833570384e-05,6.71474060307038e-05
VC_0055,0.0,2.7069710928753785e-05,3.7029808015098285e-05,4.5641310679722914e-05,0.00010719968916631344,0.0007436086533442205,0.0041509458573252955,0.02389955642429548,0.11040746338577198,0.31826444745454935,0.6539105247310145,0.8392891405685283,0.5605704021629564,0.18044230894049296,0.03478011267693273,0.00286682344938215,0.0013850091448534007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0056,0.0,0.0010405325463717385,0.0008887953265658662,0.0009159249313017022,0.001925502167546527,0.0021377072007168446,0.00654247919778615,0.01906831548200835,0.06583228761790898,0.2093513197756376,0.5174661149852661,1.1025817360088424,1.7047546529073876,1.491200908949169,0.7865708467146488,0.28278219194218396,0.08753070148987793,0.021713070660597727,0.015764819378391005,0.01976963305383599,0.007566947660388059,0.005749146071539662,0.004623076891942625,0.005234283569600313,0.0048644610793683605,0.0042533721723110336,0.003091207005912864,0.00424589832027048,0.0006876914264255489,0.0009201368185961238,0.0037281672582168135
VC_0057,0.0,5.324866950591138e-05,6.310401161610911e-05,7.200881055838622e-05,0.00024474066291146554,0.0014810392656374421,0.011027817654612455,0.062091880643771094,0.24780853689304985,0.6293135229198776,0.876064799494292,0.5104746542663862,0.08477985847423024,0.023291308390226657,0.004389261120798733,0.0010620659743998165,0.00106034161485426,0.0005526076784082378,0.0004962680556281896,0.0004397986644932626,6.944291620560062e-05,0.0003039966428802647,0.0005622602865554823,0.0007174633794325882,0.00028771474703302637,0.000498752206082723,0.00043851371434726116,0.0009180122663915304,0.0012131986250817424,0.00014269486533738973,0.0
VC_0058,0.0,0.0002557079948965237,0.0002702049004053109,0.0003200386772651197,0.0007818970726221593,0.0041003135275803765,0.022732768778552393,0.09332131672318492,0.26641965566909886,0.4000957540966361,0.13620796570396618,0.003924006190563791,0.0005768115765345784,0.00039297097384804536,9.012719212299599e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0059,0.0,0.00010166908547028416,0.00011138071935965218,0.00016696764020496414,0.00045735957179864767,0.003126803888801163,0.019221546335311365,0.07512726370240864,0.17733462301206296,0.1573346805542477,0.020222375743904283,0.0004062834923293794,2.631731529120654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0060,0.0,6.910322058522757e-05,5.006683023183628e-05,5.916472815103912e-05,6.50137317875589e-05,8.037979235226886e-05,0.00038513293578742904,0.003285824829008278,0.018552322422431794,0.09128379170896674,0.2640400809600428,0.4765577646452332,0.3042251753592856,0.046792576815734066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC_0061,0.0,0.0005048167566687508,0.00041421551948809247,0.00032903478620824734,0.00042861561368450965,0.0005483483418003825,0.0012102433922257625,0.0021716961571176395,0.004487587534219922,0.005315192507065689,0.006102069985354817,0.00754650934512598,0.011044833867875383,0.02472419673461198,0.0895842235101191,0.21552571602384257,0.2782910191258031,0.1280906153705444,0.017303042523514323,0.0024073969266384726,0.0005333048028127902,0.000200986463925533,4.442603311262933e-05,1.1232091128763867e-05,0.0,1.0727085979260808e-05,1.110697474603781e-05,0.0,4.479294771900306e-05,0.0,0.0
VC_0062,0.0,0.00014802539276703513,0.00025470903135945273,0.0016131210336950525,0.009192634034679448,0.054427612736164255,0.16640585237179098,0.42346629648697093,0.44556854113305894,0.10306666336646678,0.0010045122644653302,0.000587036084334857,3.897029834738079e-05,0.0004884202735718477,0.0,0.000471486071715633,0.0008203112208772019,0.000673232460304374,0.0007734015388884053,0.0007921716045048174,0.0008217178806856669,0.0005349947875209894,0.000776656013397604,0.0009160980427151243,0.0006086427093658286,0.0002970564434704009,0.0,7.667322185470849e-05,0.0,0.0,0.0
VC_0064,0.0,1.6397743730529923e-05,2.1988367631389726e-07,8.05460822999118e-06,8.746217250964478e-05,0.0007028677164873707,0.0022255172546057976,0.003923004772636581,0.007225206269052446,0.01287780452405713,0.02585868540866247,0.07180222046095455,0.17465485030703667,0.2127015288756471,0.09004280657868236,0.011659776969974982,0.00040549283094389645,0.0,0.0,0.0,4.6538791537907614e-05,6.938895974883074e-05,9.349237500916164e-05,4.645358674892933e-05,7.950770807868798e-05,4.535511006402293e-05,9.011216483514745e-05,8.935815879665944e-05,5.658464514943312e-05,9.053051463103745e-05,0.00014734014977868447
