locus,oldLocus,gene,description,logFC,qvalue
VC_RS01370,VC0282; VC_0282,,methyl-accepting chemotaxis protein,-0.152892210072489,0.70130256127056
VC_RS01375,VC0283; VC_0283,,PepSY-associated TM helix domain-containing protein,-1.46017641685467,0.0207366708520993
VC_RS01380,VC0284; VC_0284,,TonB-dependent receptor,-0.517612493209387,0.00825908146244
VC_RS01385,VC0285; VC_0285,,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,0.926775729902784,0.114874383639538
VC_RS01390,VC0286; VC_0286,,GntP family permease,0.875378666458628,0.0029350480495456
VC_RS01395,VC0287; VC_0287,,gluconokinase,1.40011454390568,0.0009585747743556
VC_RS01400,VC0288; VC_0288,edd,phosphogluconate dehydratase,1.37464064303114,0.0006241582250797
VC_RS01405,VC0289; VC_0289,,LacI family DNA-binding transcriptional regulator,0.076461198692782,0.699250928982939
VC_RS01410,VC0290; VC_0290,fis,DNA-binding transcriptional regulator Fis,-1.38679474134551,0.0004686738062798
VC_RS01415,VC0291; VC_0291,dusB,tRNA dihydrouridine synthase DusB,-1.13651042134984,5.99787077890064e-05
VC_RS01420,VC0293; VC_0293,prmA,50S ribosomal protein L11 methyltransferase,-0.872978126279349,0.0001698887952857
VC_RS01425,VC0295; VC_0295,accC,acetyl-CoA carboxylase biotin carboxylase subunit,0.429084481037242,0.0634547179392805
VC_RS01430,VC0296; VC_0296,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein,0.659801369870722,0.0042939153618846
VC_RS01435,VC0297; VC_0297,aroQ,type II 3-dehydroquinate dehydratase,0.622825169612723,0.0107776940627748
VC_RS01440,VC0298; VC_0298,acs,acetate--CoA ligase,2.55533113657425,6.45163099016196e-06
VC_RS01445,VC0299; VC_0299,,3'-5' exonuclease,0.381167668629499,0.399971774330006
VC_RS01450,VC0300; VC_0300,,CBS domain-containing protein,0.90181319544969,0.0198457600295066
VC_RS01455,VC0302; VC_0302,,3-phenylpropionate MFS transporter,-0.915315181783671,7.46733220288189e-05
VC_RS01460,VC0303; VC_0303,,hybrid sensor histidine kinase/response regulator,0.440330314881057,0.147471658481006
VC_RS01465,VC0304; VC_0304,gppA,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase",-1.22001422744671,0.0092209806874054
VC_RS01470,VC0305; VC_0305,rhlB,ATP-dependent RNA helicase RhlB,-1.29280271237478,8.71935262817161e-05
VC_RS01475,VC0306; VC_0306,trxA,thioredoxin TrxA,0.214741603598744,0.219712211435804
VC_RS01480,VC0307; VC_0307,rho,transcription termination factor Rho,-1.00595292341278,0.0004084560635108
VC_RS01485,VC0308; VC_0308,,hypothetical protein,-1.62560591889344,1.5231275442463e-05
VC_RS01490,VC0309; VC_0309,ubiD,4-hydroxy-3-polyprenylbenzoate decarboxylase,-1.0048800108503,0.0011381176911993
VC_RS01495,VC0311; VC_0311,,2Fe-2S iron-sulfur cluster-binding protein,-0.472692439230864,0.0374525230222072
VC_RS01500,VC0312; VC_0312,fre,NAD(P)H-flavin reductase,-0.424471147270661,0.0253849257757903
VC_RS01535,VC0315; VC_0315,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,0.189674311677868,0.362759016130435
VC_RS01540,VC0317; VC_0317,,GNAT family N-acetyltransferase,1.21549894504642,0.0003050841620429
VC_RS01545,VC0318; VC_0318,murB,UDP-N-acetylmuramate dehydrogenase,0.376745047871689,0.356036395618912
VC_RS01550,VC0319; VC_0319,birA,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,-0.0223528152623196,0.927405001986189
VC_RS01555,VC0320; VC_0320,coaA,type I pantothenate kinase,-0.559991541496567,0.0288707686902618
VC_RS01580,VC0321; VC_0321,tuf,elongation factor Tu,0.403827182722382,0.0735966208860051
VC_RS01585,VC0322; VC_0322,secE,preprotein translocase subunit SecE,-0.601540827579756,0.0011603093794518
VC_RS01590,VC0323; VC_0323,nusG,transcription termination/antitermination protein NusG,-0.740977091927465,0.0001960945860888
VC_RS01595,VC0324; VC_0324,rplK,50S ribosomal protein L11,-1.00276936046389,9.73626763612806e-05
VC_RS01600,VC0325; VC_0325,rplA,50S ribosomal protein L1,-0.770824000791854,0.0002961321613171
VC_RS01605,VC0326; VC_0326,rplJ,50S ribosomal protein L10,-0.829640894108783,0.0008530508407973
VC_RS01610,VC0327; VC_0327,rplL,50S ribosomal protein L7/L12,-0.749529304404669,0.0022694149917958
VC_RS01615,VC0328; VC_0328,rpoB,DNA-directed RNA polymerase subunit beta,-0.192541146325989,0.340753028888574
VC_RS01620,VC0329; VC_0329,rpoC,DNA-directed RNA polymerase subunit beta',-0.0604445258835293,0.734953263366354
VC_RS01625,VC0330; VC_0330,,Rsd/AlgQ family anti-sigma factor,-0.283213764418299,0.253174704901897
VC_RS01630,VC0331; VC_0331,nudC,NAD(+) diphosphatase,0.206622397215083,0.237132502718844
VC_RS01635,VC0332; VC_0332,hemE,uroporphyrinogen decarboxylase,0.305574894636158,0.462390418892018
VC_RS01640,VC0333; VC_0333,,TetR/AcrR family transcriptional regulator,0.809602137696851,0.0003132365120709
VC_RS01645,VC0334; VC_0334,,hypothetical protein,0.616472860014559,0.0058858752930701
VC_RS01650,VC0335; VC_0335,,murein hydrolase activator EnvC family protein,0.598370309829015,0.0007289487817878
VC_RS01655,VC0336; VC_0336,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",0.189926968509901,0.388967724979503
VC_RS01660,VC0337; VC_0337,,DMT family transporter,-0.819901602556395,0.0068793240222907
VC_RS01665,VC0338; VC_0338,,SLC13 family permease,0.0717898592960567,0.809214608039923
VC_RS01670,VC0339; VC_0339,asd,archaetidylserine decarboxylase,-0.852087369346749,0.0002325904443864
VC_RS01675,VC0340; VC_0340,rsgA,small ribosomal subunit biogenesis GTPase RsgA,-0.333298506757851,0.0653859058765629
VC_RS01680,VC0341; VC_0341,orn,oligoribonuclease,0.533522990571632,0.0222530779268108
VC_RS01725,VC0342; VC_0342,queG,tRNA epoxyqueuosine(34) reductase QueG,-0.614711522737625,0.0053432877855605
VC_RS01730,VC0343; VC_0343,tsaE,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,0.702537938065896,0.0026947113955081
VC_RS01735,VC0344; VC_0344,,N-acetylmuramoyl-L-alanine amidase,0.682817902463586,0.0010103014161683
VC_RS01740,VC0345; VC_0345,mutL,DNA mismatch repair endonuclease MutL,0.546332434626261,0.0084462248629961
VC_RS01745,VC0346; VC_0346,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,-0.0106834598785953,0.952853780844238
VC_RS01750,VC0347; VC_0347,hfq,RNA chaperone Hfq,-1.15158436227444,7.36790444475702e-05
VC_RS01755,VC0348; VC_0348,hflX,ribosome rescue GTPase HflX,-1.30625614258985,8.92085365269871e-05
VC_RS01760,VC0349; VC_0349,hflK,FtsH protease activity modulator HflK,-0.574094878977899,0.0531253670881744
VC_RS01765,VC0350; VC_0350,hflC,protease modulator HflC,-0.0151293441210386,0.927047958610665
VC_RS01770,VC0351; VC_0351,,DUF2065 domain-containing protein,0.0766056911523697,0.766135606174731
VC_RS01775,VC0352; VC_0352,,SlyX family protein,-0.850117430504785,0.001858434865337
VC_RS01780,VC0353; VC_0353,,WD40 repeat domain-containing protein,-0.341583165146615,0.107219660754335
VC_RS01785,VC0354; VC_0354,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase,0.753088942278689,0.0024403861761657
VC_RS01790,VC0355; VC_0355,,helix-turn-helix transcriptional regulator,-0.126128759446784,0.702178237327837
VC_RS01795,VC0356; VC_0356,tusD,sulfurtransferase complex subunit TusD,-0.6030297190792,0.0421079131828366
VC_RS01800,VC0357; VC_0357,tusC,sulfurtransferase complex subunit TusC,-0.700186087230307,0.0109395705881326
VC_RS01805,VC0358; VC_0358,tusB,sulfurtransferase complex subunit TusB,-1.88182295828227,3.82550998486002e-06
VC_RS01810,VC0359; VC_0359,rpsL,30S ribosomal protein S12,-0.973451420676717,0.0010553852023694
VC_RS01815,VC0360; VC_0360,rpsG,30S ribosomal protein S7,-0.88826778827866,0.00107264054956
VC_RS01820,VC0361; VC_0361,fusA,elongation factor G,-1.32348380523148,1.25287698048523e-06
VC_RS01825,VC0362; VC_0362,tuf,elongation factor Tu,0.354117484563736,0.0847319947850087
VC_RS01830,VC0364; VC_0364,,(2Fe-2S)-binding protein,0.543152104737612,0.182001642121556
VC_RS01835,VC0365; VC_0365,bfr,bacterioferritin,0.189332650935468,0.416036525820254
VC_RS01840,VC0366; VC_0366,rpsF,30S ribosomal protein S6,-1.43871788373283,6.78370029391959e-05
VC_RS01845,VC0367; VC_0367,priB,primosomal replication protein N,-1.22067494033915,3.35032938576993e-05
VC_RS01850,VC0368; VC_0368,rpsR,30S ribosomal protein S18,-1.54567883128294,1.60337204127533e-05
VC_RS01855,VC0369; VC_0369,rplI,50S ribosomal protein L9,-1.34016110297777,2.47690837936882e-05
VC_RS01860,VC0370; VC_0370,,DUF481 domain-containing protein,1.92874856775661,5.68663879721965e-06
VC_RS01865,VC0371; VC_0371,,replicative DNA helicase,0.0799066350685951,0.714025058008174
VC_RS01870,VC0372; VC_0372,alr,alanine racemase,0.335961475246317,0.072896650402258
VC_RS01875,VC0373; VC_0373,,secondary thiamine-phosphate synthase enzyme YjbQ,0.791714071459362,0.0102642819206194
VC_RS01880,VC0374; VC_0374,pgi,glucose-6-phosphate isomerase,0.409474575541586,0.166101924133837
VC_RS01885,VC0376; VC_0376,,MBL fold metallo-hydrolase,-1.71109625615932,0.0005375340909377
VC_RS01890,VC0377; VC_0377,,chemotaxis protein CheX,0.0519289078654182,0.78626354850719
VC_RS01895,VC0378; VC_0378,zur,zinc uptake transcriptional repressor Zur,0.0607080008187922,0.766713053640157
VC_RS01900,VC0379; VC_0379,dusA,tRNA dihydrouridine(20/20a) synthase DusA,-0.150314050969954,0.381321177263
VC_RS01905,VC0379a,pspG,envelope stress response protein PspG,0.150608616827452,0.687469826501727
VC_RS01910,VC0381; VC_0381,,TIGR04219 family outer membrane beta-barrel protein,-0.21278383410776,0.519760081846388
VC_RS01920,VC0383; VC_0383,,hypothetical protein,0.234373834920453,0.718151043647129
VC_RS01925,VC0384; VC_0384,,assimilatory sulfite reductase (NADPH) flavoprotein subunit,0.654577786149244,0.052012132036371
VC_RS01930,VC0385; VC_0385,cysI,assimilatory sulfite reductase (NADPH) hemoprotein subunit,0.708757850975238,0.135192156300341
VC_RS01935,VC0386; VC_0386,,phosphoadenylyl-sulfate reductase,1.15820089441593,0.0064383782228737
VC_RS01970,VC0389; VC_0389,,cation:proton antiporter,-0.296312411049583,0.129960025086621
VC_RS01975,VC0390; VC_0390,metH,methionine synthase,-0.316489757901365,0.290224645365426
VC_RS01980,VC0391; VC_0391,lysC,lysine-sensitive aspartokinase 3,-1.06286415358361,0.0013413954394203
VC_RS01985,VC0392; VC_0392,,pyridoxal-phosphate-dependent aminotransferase family protein,0.263536804274014,0.320965902810476
VC_RS01990,VC0393; VC_0393,,oligosaccharyltransferase,-1.21025667329034,2.66939538539008e-06
VC_RS01995,VC0394; VC_0394,uvrA,excinuclease ABC subunit UvrA,-0.895706118922516,0.0001863555970357
VC_RS02000,VC0395; VC_0395,galU,UTP--glucose-1-phosphate uridylyltransferase GalU,0.0319564067764311,0.945532706607173
VC_RS02005,VC0396; VC_0396,,LuxR C-terminal-related transcriptional regulator,-0.411456063610836,0.0983641853848832
VC_RS02010,VC0397; VC_0397,,single-stranded DNA-binding protein,-0.166008801654399,0.462574587714181
VC_RS02015,VC0398; VC_0398,csrD,RNase E specificity factor CsrD,-1.03853266211521,0.0001538035865934
VC_RS02020,VC0399; VC_0399,mshI,PilN domain-containing protein,-0.625506480021508,0.0002338071221731
VC_RS02025,VC0400; VC_0400,mshJ,type II secretion system protein GspM,-0.641171749916854,0.0048539082734691
VC_RS02030,VC0401; VC_0401,mshK,MSHA biogenesis protein MshK,-0.132051605980578,0.656248673694058
VC_RS02035,VC0402; VC_0402,mshL,pilus (MSHA type) biogenesis protein MshL,-0.241152897731267,0.155436693387568
VC_RS02040,VC0403; VC_0403,mshM,ExeA family protein,-0.181921481624301,0.270216752643058
VC_RS02045,VC0404; VC_0404,mshN,tetratricopeptide repeat protein,-0.176429233537797,0.804790171939117
VC_RS02050,VC0405; VC_0405,mshE,GspE/PulE family protein,-0.413683731221273,0.0176482794279049
VC_RS02055,VC0406; VC_0406,mshG,type II secretion system F family protein,-0.645856504674098,0.004165770060929
VC_RS02060,VC0407; VC_0407,mshF,MSHA biogenesis protein MshF,-0.100644197107514,0.69524133682462
VC_RS02065,VC0408; VC_0408,mshB,prepilin-type N-terminal cleavage/methylation domain-containing protein,-1.21667492832647,0.0021081969282446
VC_RS02070,VC0409; VC_0409,mshA,type II secretion system protein,-1.17944178788709,1.19464440293475e-05
VC_RS02075,VC0410; VC_0410,mshC,pilus assembly FimT family protein,-0.667991565636794,0.0011867149953113
VC_RS02080,VC0411; VC_0411,mshD,type II secretion system protein,-1.28509054685685,9.80948374353272e-05
VC_RS02085,VC0412; VC_0412,mshO,PilW family protein,-2.01126477509093,1.36503820683521e-05
VC_RS02090,VC0413; VC_0413,mshP,hypothetical protein,-0.567563101168133,0.0469273721672683
VC_RS02095,VC0414; VC_0414,mshQ,DUF6701 domain-containing protein,-1.15125333190914,0.0002057011280151
VC_RS02100,VC0415; VC_0415,,rod shape-determining protein,0.30717967071914,0.0695764257050252
VC_RS02105,VC0416; VC_0416,mreC,rod shape-determining protein MreC,-0.214302790412605,0.181602877385159
VC_RS02110,VC0417; VC_0417,mreD,rod shape-determining protein MreD,0.13302204350131,0.396103219448634
VC_RS02115,VC0418; VC_0418,,Maf family protein,-0.286812203927988,0.159240692278384
VC_RS02120,VC0419; VC_0419,rng,ribonuclease G,-0.249852093911879,0.0764727174050971
VC_RS02125,VC0420; VC_0420,,YhdP family protein,0.0938335645430466,0.729629999472496
VC_RS02130,VC0421; VC_0421,,carbon-nitrogen hydrolase family protein,-0.209419179375982,0.162219129970122
VC_RS02135,VC0422; VC_0422,tldD,metalloprotease TldD,-0.0952207672461544,0.612478858604757
VC_RS02140,VC0423; VC_0423,arcA,arginine deiminase,0.653386547541337,0.256085969401111
VC_RS02145,VC0424; VC_0424,rraB,ribonuclease E inhibitor RraB,-0.291481618972495,0.448532858373779
VC_RS02150,VC0425; VC_0425,,glycosyl hydrolase 2 galactose-binding domain-containing protein,-0.629563687413749,0.0075565614960926
VC_RS02155,VC0426; VC_0426,,DUF2061 domain-containing protein,0.708015616370857,0.0684521772320232
VC_RS02160,VC0428; VC_0428,,universal stress protein,-0.923295723682323,0.0215953904110419
VC_RS02165,VC0429; VC_0429,,TRAP transporter permease,-0.0476870140789356,0.94685570994465
VC_RS02170,VC0430; VC_0430,,TAXI family TRAP transporter solute-binding subunit,-0.0728335674920711,0.833493678771884
VC_RS02175,VC0431; VC_0431,argR,transcriptional regulator ArgR,0.287681404444405,0.549827535602732
VC_RS02180,VC0432; VC_0432,mdh,malate dehydrogenase,0.829253170898129,0.0058025947486726
VC_RS02185,VC0433; VC_0433,,basic amino acid/polyamine antiporter,-0.270268531005771,0.0731017820780065
VC_RS02190,VC0434; VC_0434,ispB,octaprenyl diphosphate synthase,-0.705634484474398,0.177836165548864
VC_RS02195,VC0435; VC_0435,rplU,50S ribosomal protein L21,-0.880551889404183,0.0028205745099824
VC_RS02200,VC0436; VC_0436,rpmA,50S ribosomal protein L27,-0.842145235497252,0.0019912048700226
VC_RS02205,VC0437; VC_0437,cgtA,Obg family GTPase CgtA,-2.19212512674312,1.21061677161742e-06
VC_RS02210,VC0438; VC_0438,,threonine/serine exporter family protein,-1.33203472078575,0.0024835634230333
VC_RS02215,VC0439; VC_0439,,threonine/serine exporter family protein,-0.606514164045615,0.0921008149609372
VC_RS02220,VC0440; VC_0440,folA,type 3 dihydrofolate reductase,-0.649448749389176,0.0284692345127261
VC_RS02225,VC0441; VC_0441,,symmetrical bis(5'-nucleosyl)-tetraphosphatase,0.134963324577112,0.777885569728887
VC_RS02230,VC0442; VC_0442,apaG,Co2+/Mg2+ efflux protein ApaG,-0.309915974980609,0.121069977171993
VC_RS02235,VC0443; VC_0443,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,-0.847364202713681,7.09290820944764e-05
VC_RS02240,VC0444; VC_0444,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,-0.528217518827413,0.0869520661665742
VC_RS02245,VC0445; VC_0445,surA,peptidylprolyl isomerase SurA,-0.877993382172611,0.0011191767251926
VC_RS02250,VC0446; VC_0446,lptD,LPS assembly protein LptD,-0.0539579509298612,0.943992917212948
VC_RS02255,VC0447; VC_0447,djlA,co-chaperone DjlA,0.278261895366032,0.109769448887581
VC_RS02285,VC0449; VC_0449,,methyl-accepting chemotaxis protein,-1.13818372688165,0.0012699421437773
VC_RS02310,VC0450; VC_0450,mltC,membrane-bound lytic murein transglycosylase MltC,-0.146743226438799,0.283123158074164
VC_RS02315,VC0451; VC_0451,,oxidative damage protection protein,-0.143127460857837,0.569165169771451
VC_RS02320,VC0452; VC_0452,mutY,A/G-specific adenine glycosylase,-0.519852305287736,0.126934674315542
VC_RS02325,VC0453; VC_0453,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB,-0.890940692913562,0.0011340937604614
VC_RS02330,VC0454; VC_0454,glsB,glutaminase B,-0.215197295176388,0.160057001822618
VC_RS02335,VC0455; VC_0455,hemW,radical SAM family heme chaperone HemW,1.24723928067173,0.0001925136839752
VC_RS02340,VC0456; VC_0456,,XTP/dITP diphosphatase,1.16017164052262,0.000107105991622
VC_RS02345,VC0457; VC_0457,,DUF4426 domain-containing protein,1.10153123370883,0.00840333508686
VC_RS02350,VC0458; VC_0458,yggU,DUF167 family protein YggU,2.36041355405366,1.15159452893102e-05
VC_RS02355,VC0459; VC_0459,,YggT family protein,1.43448417415032,2.67053019411803e-05
VC_RS02360,VC0460; VC_0460,proC,pyrroline-5-carboxylate reductase,1.57263839717067,5.48874393259386e-06
VC_RS02365,VC0461; VC_0461,,YggS family pyridoxal phosphate-dependent enzyme,0.625742969656311,0.0004358746299805
VC_RS02370,VC0462; VC_0462,,type IV pilus twitching motility protein PilT,0.473587055391505,0.0250231604324092
VC_RS02375,VC0463; VC_0463,,PilT/PilU family type 4a pilus ATPase,0.675700532537713,0.0027558765349509
VC_RS02380,VC0464; VC_0464,,helix-turn-helix transcriptional regulator,0.395735476726885,0.0084781996946227
VC_RS02385,VC0465; VC_0465,tyrS,tyrosine--tRNA ligase,-1.01559655441209,0.0069766105518156
VC_RS02390,VC0466; VC_0466,ruvX,Holliday junction resolvase RuvX,1.99766898987719,3.8520114376302e-06
VC_RS02395,VC0467; VC_0467,,YqgE/AlgH family protein,2.57511469978968,8.2741646458117e-07
VC_RS02400,VC0468; VC_0468,gshB,glutathione synthase,2.48208131251806,6.46319039523362e-07
VC_RS02405,VC0469; VC_0469,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase,1.78995885276936,2.6827278774646e-06
VC_RS02410,VC0470; VC_0470,xds,extracellular deoxyribonuclease Dns,0.229393998590324,0.327048722741678
VC_RS02415,VC0471; VC_0471,,SprT family zinc-dependent metalloprotease,-0.878890623051306,0.160526754587037
VC_RS02420,VC0472; VC_0472,metK,methionine adenosyltransferase,-1.50682047215541,1.47268370546467e-05
VC_RS02425,VC0473; VC_0473,tkt,transketolase,-0.367796125514579,0.0562201056335895
VC_RS02430,VC0474; VC_0474,,LysR family transcriptional regulator,-1.02083322961913,0.0029898300413872
VC_RS02435,VC0475; VC_0475,,ligand-gated channel protein,-2.49477923110306,1.56688363391004e-06
VC_RS02440,VC0476; VC_0476,epd,erythrose-4-phosphate dehydrogenase,0.387560926166762,0.034935093434963
VC_RS02445,VC0477; VC_0477,,phosphoglycerate kinase,1.00397036123277,0.0006237808977512
VC_RS02450,VC0478; VC_0478,fbaA,class II fructose-bisphosphate aldolase,1.24022086057256,0.0001698887952857
VC_RS02455,VC0480; VC_0480,mscS,small-conductance mechanosensitive channel MscS,0.878827431783114,0.0039244503455191
VC_RS02460,VC0481; VC_0481,,LysE/ArgO family amino acid transporter,1.4019472954506,0.0582984426518186
VC_RS02465,VC0482; VC_0482,,LysR family transcriptional regulator ArgP,1.11239671948581,0.0001330116924913
